Name;Alter;Politische Orientierung;Bildungsabschluss;Soziales;Wohnlage;CO2-Fußabdruck
Fred;27;Mitte;Ausbildung;0;Großstadt;8.5
Oxana;72;Mitte;Ausbildung;1;Vorort;8.5
Catrin;49;Mitte;Diplom;0;Kleinstadt;8.5
Gebhard;58;Mitte;Ausbildung;0;Großstadt;9.5
Pius;51;Links;Ausbildung;3;Kleinstadt;7.5
Malgorzata;29;Mitte;Fachschulabschluss;0;Großstadt;6.5
Arnim;52;Mitte;Ausbildung;0;Ländlich;10.0
Lidija;62;Links;ohne;3;Großstadt;8.0
Ruben;55;Mitte;ohne;1;Großstadt;8.0
Hasan;46;Mitte;Master;3;Kleinstadt;6.5
Konstanze;44;Mitte;Ausbildung;1;Kleinstadt;7.0
Mohamed;21;Mitte;ohne;0;Vorort;9.5
Elfi;78;Mitte;Fachschulabschluss;0;Vorort;8.0
Michael;59;Mitte;Ausbildung;2;Kleinstadt;7.5
Falk;25;Links;Diplom;3;Kleinstadt;8.5
Wally;45;Links;Ausbildung;2;Kleinstadt;6.0
Heidi;40;Mitte;Fachschulabschluss;0;Kleinstadt;7.0
Thekla;28;Mitte;Diplom;2;Ländlich;7.5
August;29;Mitte;ohne;2;Großstadt;4.0
Andre;54;Mitte;Ausbildung;2;Großstadt;6.5
Constance;20;Mitte;Fachschulabschluss;0;Großstadt;6.5
Konstantin;69;Mitte;Promotion;1;Großstadt;7.0
Jutta;20;Mitte;ohne;0;Großstadt;6.5
Sükrü;71;Mitte;ohne;1;Kleinstadt;8.5
Ivanka;74;Mitte;Diplom;1;Kleinstadt;8.5
Jasmina;31;Mitte;Ausbildung;0;Ländlich;8.5
Carolin;21;Mitte;Ausbildung;1;Kleinstadt;10.0
Alena;22;Mitte;Ausbildung;0;Großstadt;7.5
Friedemann;28;Mitte;Ausbildung;1;Großstadt;7.0
Annegrete;58;Mitte;Ausbildung;0;Kleinstadt;7.5
Ilse;56;Mitte;Ausbildung;1;Großstadt;9.0
Christa;26;Mitte;ohne;0;Großstadt;8.0
Isolde;22;Mitte;Ausbildung;0;Großstadt;7.5
Hedwig;30;Rechts;Ausbildung;0;Großstadt;6.0
Tanja;44;Rechts;Ausbildung;0;Großstadt;7.0
Olaf;24;Mitte;Ausbildung;0;Kleinstadt;11.0
Imelda;40;Mitte;Diplom;1;Kleinstadt;6.5
Heinz-Willi;31;Mitte;Master;0;Ländlich;9.0
Berit;27;Mitte;Bachelor;0;Großstadt;7.5
Klaus-Peter;43;Rechts;Diplom;0;Kleinstadt;10.0
Roswitha;20;Mitte;Diplom;2;Großstadt;8.0
Jeanette;58;Links;Ausbildung;2;Großstadt;7.0
Alexandre;21;Mitte;Master;0;Ländlich;7.0
Jonas;69;Mitte;ohne;0;Kleinstadt;7.5
Gerfried;54;Mitte;Fachschulabschluss;1;Kleinstadt;9.5
Editha;68;Mitte;Fachschulabschluss;0;Kleinstadt;9.0
Annette;40;Mitte;Fachschulabschluss;0;Großstadt;10.0
Siegbert;24;Mitte;ohne;0;Großstadt;7.0
Hasan;49;Mitte;Ausbildung;1;Großstadt;7.0
Milica;23;Mitte;Master;1;Ländlich;10.0
Lissy;46;Links;Ausbildung;0;Großstadt;7.0
Nicole;76;Links;Ausbildung;1;Kleinstadt;8.0
Heidi;74;Mitte;Ausbildung;0;Großstadt;7.0
Karl-Hans;23;Mitte;Fachschulabschluss;2;Kleinstadt;9.5
Danny;28;Rechts;ohne;0;Kleinstadt;7.0
Edward;53;Mitte;Ausbildung;0;Großstadt;10.0
Telse;61;Mitte;Diplom;2;Großstadt;6.5
Sandor;49;Rechts;ohne;1;Großstadt;8.0
Abdullah;31;Mitte;ohne;0;Vorort;9.0
Marianna;22;Mitte;Bachelor;0;Großstadt;9.5
Hellmut;62;Mitte;ohne;1;Ländlich;9.5
Hubertine;65;Rechts;Ausbildung;1;Kleinstadt;8.5
Jelena;27;Rechts;Bachelor;0;Vorort;9.5
Romana;48;Links;Diplom;2;Großstadt;7.5
Blanka;55;Mitte;Ausbildung;2;Kleinstadt;8.5
Gerhild;41;Rechts;Ausbildung;1;Kleinstadt;7.5
Lisbeth;31;Rechts;ohne;0;Vorort;8.0
Ortwin;35;Mitte;Ausbildung;2;Großstadt;6.5
Hans-Jürgen;25;Links;Bachelor;2;Großstadt;4.5
Hans-Jürgen;71;Rechts;Ausbildung;0;Großstadt;8.5
Pius;58;Mitte;Fachschulabschluss;2;Kleinstadt;9.0
Leni;55;Mitte;Ausbildung;0;Ländlich;10.0
Vassilios;23;Rechts;Ausbildung;0;Kleinstadt;8.0
Eugenia;46;Mitte;ohne;0;Großstadt;8.5
Christian;49;Links;ohne;0;Großstadt;9.0
Reimund;24;Mitte;Ausbildung;0;Ländlich;11.0
Cosimo;68;Mitte;ohne;0;Großstadt;7.0
Wolf;43;Rechts;Ausbildung;2;Kleinstadt;5.5
Trudi;69;Links;Fachschulabschluss;0;Ländlich;10.5
Ralf-Dieter;71;Mitte;Ausbildung;0;Großstadt;8.5
Caterina;51;Mitte;Ausbildung;1;Ländlich;9.0
Zita;37;Mitte;Ausbildung;1;Ländlich;8.5
Vito;62;Mitte;Ausbildung;0;Großstadt;8.0
Timo;43;Mitte;Ausbildung;0;Ländlich;12.0
Eleonora;77;Links;Ausbildung;2;Kleinstadt;7.0
Benno;29;Mitte;Master;0;Großstadt;7.5
Lotti;62;Mitte;Ausbildung;0;Ländlich;8.0
Jessika;51;Rechts;Diplom;0;Großstadt;8.5
Serge;63;Rechts;Ausbildung;0;Kleinstadt;8.0
Mesut;78;Mitte;Ausbildung;1;Kleinstadt;8.0
Cosima;38;Mitte;ohne;2;Kleinstadt;7.5
Sedat;40;Mitte;ohne;0;Großstadt;8.0
Wilfried;53;Links;ohne;1;Ländlich;7.5
Kristina;48;Rechts;Ausbildung;1;Großstadt;7.5
Sergej;54;Mitte;ohne;0;Kleinstadt;7.5
Emilie;73;Mitte;ohne;1;Ländlich;9.0
Carmela;25;Links;Bachelor;0;Kleinstadt;9.0
Friedhelm;26;Mitte;ohne;0;Ländlich;8.5
Marina;71;Mitte;Ausbildung;0;Großstadt;8.5
Meta;31;Rechts;Ausbildung;2;Großstadt;9.0
Rudolf;36;Mitte;Ausbildung;0;Vorort;10.5
Salvatore;58;Mitte;Ausbildung;2;Ländlich;9.5
Antonino;73;Mitte;Ausbildung;3;Großstadt;4.0
Stilla;30;Links;Fachschulabschluss;2;Ländlich;9.0
Franz-Xaver;22;Mitte;Diplom;0;Großstadt;8.5
Angelika;22;Mitte;Ausbildung;0;Kleinstadt;9.0
Sibylle;79;Links;Fachschulabschluss;0;Großstadt;7.5
Tim;73;Mitte;Fachschulabschluss;0;Großstadt;9.0
Dagobert;29;Mitte;Diplom;0;Großstadt;6.5
Hermann-Josef;32;Mitte;Ausbildung;0;Großstadt;9.0
Oda;68;Mitte;Ausbildung;0;Großstadt;9.0
Heimo;38;Rechts;Diplom;0;Ländlich;11.5
Kira;22;Links;Master;0;Großstadt;7.5
Helfried;21;Mitte;Ausbildung;0;Großstadt;8.5
Viola;29;Mitte;Ausbildung;1;Kleinstadt;8.5
Hanni;61;Mitte;Ausbildung;1;Ländlich;8.0
Berit;41;Mitte;Ausbildung;0;Ländlich;9.0
Aleksandra;22;Mitte;Fachschulabschluss;0;Großstadt;9.5
Joseph;47;Mitte;Diplom;2;Großstadt;9.0
Elwira;25;Links;Bachelor;1;Großstadt;8.0
Philomena;44;Mitte;Fachschulabschluss;2;Kleinstadt;7.0
Hanne;49;Mitte;ohne;0;Ländlich;9.0
Agata;68;Mitte;Ausbildung;3;Kleinstadt;9.0
Hans-Eberhard;69;Links;Ausbildung;1;Großstadt;10.0
Andrey;58;Mitte;Ausbildung;0;Kleinstadt;7.5
Mohamed;45;Links;Diplom;0;Kleinstadt;9.5
Ramona;73;Mitte;Diplom;0;Großstadt;8.0
Celal;76;Mitte;Ausbildung;0;Ländlich;8.0
Arthur;38;Mitte;Fachschulabschluss;0;Kleinstadt;8.0
Wigbert;28;Mitte;Ausbildung;0;Großstadt;8.0
Jochem;68;Mitte;ohne;0;Kleinstadt;9.0
Ewald;64;Mitte;Fachschulabschluss;0;Kleinstadt;9.5
Pasquale;71;Links;Fachschulabschluss;2;Kleinstadt;7.0
Hildegunde;42;Mitte;Ausbildung;0;Kleinstadt;8.5
Siglinde;39;Mitte;Diplom;0;Großstadt;8.5
Lisbeth;53;Mitte;Fachschulabschluss;1;Großstadt;4.5
Ingrid;60;Rechts;Ausbildung;0;Ländlich;8.0
Elsa;35;Mitte;ohne;3;Ländlich;9.0
Iwona;50;Rechts;ohne;0;Großstadt;9.5
Georgia;55;Mitte;ohne;0;Kleinstadt;10.0
Hubertus;47;Mitte;Ausbildung;1;Großstadt;5.5
Isabell;38;Mitte;Ausbildung;2;Ländlich;7.5
Hans Jürgen;36;Mitte;Ausbildung;0;Kleinstadt;8.5
Oxana;52;Mitte;Fachschulabschluss;0;Großstadt;7.0
Liane;54;Mitte;Diplom;0;Großstadt;8.0
Gerald;63;Mitte;Ausbildung;2;Großstadt;8.0
Meik;42;Links;Ausbildung;2;Kleinstadt;6.5
Irena;77;Mitte;Fachschulabschluss;0;Kleinstadt;8.0
Heide;25;Mitte;Diplom;0;Großstadt;10.0
Ingeborg;34;Rechts;Ausbildung;0;Ländlich;9.0
Hendrik;47;Links;Ausbildung;0;Kleinstadt;9.0
Hilma;45;Mitte;Diplom;0;Großstadt;8.5
Karl-Friedrich;78;Mitte;Ausbildung;3;Großstadt;7.0
Walli;66;Links;Ausbildung;2;Großstadt;6.5
Curt;46;Mitte;Ausbildung;1;Ländlich;9.5
Ludwina;77;Links;Ausbildung;0;Ländlich;9.0
Trude;44;Mitte;Ausbildung;2;Großstadt;7.0
Horst;45;Mitte;Fachschulabschluss;2;Kleinstadt;7.5
Gertraud;31;Mitte;Ausbildung;0;Kleinstadt;7.5
Dagobert;68;Rechts;Fachschulabschluss;0;Großstadt;8.0
Hülya;51;Rechts;ohne;1;Großstadt;8.0
Sonja;44;Mitte;Promotion;0;Ländlich;9.0
Sarah;55;Links;Fachschulabschluss;0;Kleinstadt;8.5
Evelyn;73;Rechts;ohne;1;Großstadt;7.5
Hagen;50;Mitte;Ausbildung;0;Großstadt;8.5
Cathrin;42;Mitte;ohne;3;Vorort;8.0
Viktor;61;Links;ohne;0;Kleinstadt;7.5
Emma;34;Mitte;Ausbildung;0;Großstadt;7.0
Amelie;67;Rechts;Ausbildung;0;Kleinstadt;8.0
Raimund;78;Mitte;Ausbildung;0;Großstadt;8.5
Natalia;30;Mitte;ohne;1;Großstadt;8.0
Reinhardt;21;Rechts;ohne;0;Großstadt;7.0
Heinfried;21;Mitte;Master;0;Großstadt;8.5
Eitel;42;Mitte;Fachschulabschluss;0;Kleinstadt;10.0
Philip;58;Mitte;Ausbildung;0;Großstadt;6.5
Hansjörg;73;Mitte;Ausbildung;0;Großstadt;6.0
Gordana;66;Mitte;Ausbildung;0;Kleinstadt;7.5
Josephine;50;Links;Ausbildung;1;Ländlich;6.5
Annika;37;Mitte;Ausbildung;0;Kleinstadt;10.5
Britta;79;Mitte;Fachschulabschluss;0;Ländlich;9.0
Kati;58;Links;Ausbildung;3;Großstadt;6.5
Simone;41;Rechts;ohne;0;Kleinstadt;10.0
Anke;62;Mitte;Ausbildung;0;Großstadt;9.0
Marietta;52;Links;Ausbildung;0;Großstadt;10.0
Miroslav;41;Mitte;Ausbildung;0;Großstadt;6.5
Reingard;69;Mitte;ohne;2;Ländlich;8.0
Guenther;45;Rechts;Ausbildung;0;Kleinstadt;8.0
Gundel;66;Links;Ausbildung;2;Vorort;8.0
Leonardo;28;Mitte;Bachelor;1;Kleinstadt;9.0
Erdmute;33;Links;Ausbildung;0;Großstadt;7.0
Gabriel;59;Mitte;Ausbildung;0;Großstadt;5.5
Cetin;53;Links;Fachschulabschluss;0;Kleinstadt;8.5
Elena;74;Mitte;Ausbildung;1;Großstadt;6.5
Alban;60;Links;Ausbildung;3;Ländlich;8.0
Denis;58;Links;Ausbildung;1;Kleinstadt;8.5
Traudel;48;Mitte;Ausbildung;0;Kleinstadt;8.5
Adelinde;34;Mitte;Ausbildung;0;Kleinstadt;7.5
Saskia;50;Mitte;Fachschulabschluss;1;Großstadt;8.5
Tamara;64;Mitte;ohne;1;Großstadt;7.5
Armin;79;Links;ohne;2;Großstadt;8.0
Leo;29;Mitte;Bachelor;2;Großstadt;7.5
Miodrag;38;Mitte;ohne;0;Ländlich;8.5
Tamara;22;Mitte;Fachschulabschluss;0;Großstadt;9.0
Karl;52;Mitte;Fachschulabschluss;0;Ländlich;9.5
Kreszentia;59;Mitte;ohne;0;Kleinstadt;8.0
Waldemar;24;Mitte;Master;0;Großstadt;7.5
Hagen;53;Mitte;Ausbildung;2;Kleinstadt;7.0
Evangelos;53;Mitte;Diplom;0;Großstadt;7.5
Andy;28;Mitte;ohne;0;Kleinstadt;9.0
Hannah;79;Mitte;ohne;0;Großstadt;6.5
Heimo;22;Mitte;Ausbildung;0;Großstadt;7.5
Cordula;79;Mitte;ohne;2;Großstadt;5.0
Liliane;70;Links;Diplom;0;Ländlich;9.0
Heinz-Walter;41;Mitte;Diplom;1;Großstadt;6.0
Liesel;31;Mitte;Ausbildung;0;Vorort;6.5
Rotraud;41;Rechts;Ausbildung;0;Großstadt;7.5
Kornelia;56;Links;Ausbildung;1;Großstadt;8.5
Kläre;24;Mitte;ohne;0;Großstadt;4.5
Nathalie;21;Mitte;Ausbildung;1;Großstadt;7.5
Concetta;36;Mitte;Diplom;0;Großstadt;8.5
Alexandre;36;Mitte;ohne;0;Kleinstadt;8.5
Erdogan;51;Mitte;Master;0;Großstadt;6.5
Claus-Peter;56;Mitte;ohne;2;Großstadt;7.0
Andrey;35;Rechts;Diplom;2;Kleinstadt;5.0
Niko;69;Rechts;Ausbildung;0;Großstadt;8.0
Mandy;42;Rechts;Ausbildung;0;Kleinstadt;7.0
Constanze;64;Mitte;Ausbildung;2;Großstadt;8.5
Curt;55;Mitte;Ausbildung;0;Großstadt;8.0
Bernward;53;Mitte;Diplom;0;Großstadt;7.0
Guenther;61;Mitte;Fachschulabschluss;1;Kleinstadt;7.0
Ernst-Otto;74;Links;ohne;0;Großstadt;10.0
Aurelia;50;Mitte;Ausbildung;1;Kleinstadt;9.0
Valeria;22;Mitte;Diplom;0;Vorort;8.0
Sükrü;50;Mitte;Fachschulabschluss;0;Großstadt;9.0
Barbara;38;Mitte;Promotion;0;Kleinstadt;5.5
Andrew;53;Mitte;Ausbildung;0;Kleinstadt;9.0
Ahmet;79;Mitte;ohne;0;Großstadt;7.5
Stanislaus;42;Mitte;ohne;0;Ländlich;10.5
Marita;30;Mitte;Ausbildung;0;Kleinstadt;8.5
Branko;48;Mitte;Promotion;0;Großstadt;7.5
Hans-Helmut;57;Mitte;Diplom;0;Kleinstadt;7.5
Georg;22;Mitte;Ausbildung;0;Großstadt;9.0
John;28;Mitte;ohne;0;Kleinstadt;8.0
Wolfram;25;Rechts;Ausbildung;1;Vorort;8.0
Gustav;30;Mitte;Ausbildung;0;Großstadt;5.0
Stefanie;74;Links;Diplom;0;Kleinstadt;11.0
Hans-Uwe;77;Mitte;Ausbildung;0;Ländlich;8.5
Anthony;67;Links;Ausbildung;0;Großstadt;8.0
Frank-Michael;74;Rechts;Ausbildung;0;Großstadt;8.0
Melita;53;Mitte;Ausbildung;0;Vorort;9.0
Marlen;24;Mitte;Ausbildung;0;Großstadt;8.0
Christl;68;Mitte;Ausbildung;0;Großstadt;7.0
Miroslawa;72;Mitte;Ausbildung;0;Großstadt;8.5
Susanna;47;Mitte;Ausbildung;0;Ländlich;9.0
Christine;27;Mitte;Ausbildung;0;Ländlich;8.5
Karl-Wilhelm;41;Mitte;Ausbildung;0;Kleinstadt;8.0
Milan;63;Mitte;Diplom;0;Großstadt;8.5
Karlheinz;57;Links;Ausbildung;0;Ländlich;10.0
Friedhelm;20;Mitte;Ausbildung;2;Großstadt;5.0
Ivonne;69;Mitte;Ausbildung;1;Vorort;9.5
Ekkehart;22;Mitte;Ausbildung;0;Großstadt;8.5
Canan;38;Mitte;ohne;3;Ländlich;6.5
Juliane;33;Links;Ausbildung;0;Ländlich;8.0
Lissi;66;Rechts;Ausbildung;0;Großstadt;8.5
Adolfine;29;Links;ohne;0;Großstadt;8.5
Yasmin;50;Links;Ausbildung;0;Großstadt;9.0
Ibrahim;59;Mitte;Ausbildung;0;Kleinstadt;7.5
Margarita;52;Mitte;ohne;1;Großstadt;7.5
Gabriela;53;Mitte;Ausbildung;0;Großstadt;9.0
Edward;31;Links;ohne;2;Kleinstadt;7.0
Gustav;60;Mitte;ohne;3;Großstadt;5.0
Ilona;36;Rechts;Ausbildung;0;Ländlich;8.5
Joachim;33;Mitte;Ausbildung;2;Großstadt;7.0
Blanka;32;Mitte;Bachelor;0;Kleinstadt;11.0
Igor;58;Mitte;Ausbildung;3;Kleinstadt;5.0
Klaus-Ulrich;58;Mitte;Ausbildung;0;Ländlich;8.5
Isabelle;30;Mitte;Ausbildung;0;Kleinstadt;10.0
Sophia;38;Mitte;Promotion;0;Großstadt;7.5
Jan-Peter;50;Mitte;Diplom;0;Großstadt;9.0
Milos;25;Mitte;Ausbildung;1;Großstadt;7.5
Hans Georg;52;Mitte;Fachschulabschluss;0;Ländlich;7.5
Elmar;25;Links;Ausbildung;2;Ländlich;11.0
Horst-Günter;35;Rechts;Diplom;0;Kleinstadt;7.0
Adam;53;Mitte;ohne;1;Großstadt;6.5
Thaddäus;23;Rechts;Promotion;0;Großstadt;8.0
Hannchen;45;Rechts;Ausbildung;0;Ländlich;11.0
Ilse;57;Mitte;Ausbildung;1;Großstadt;8.5
Andre;43;Mitte;Diplom;0;Großstadt;8.5
Ramona;77;Mitte;Fachschulabschluss;0;Großstadt;5.0
Sylvio;55;Links;Ausbildung;2;Großstadt;8.0
Elias;32;Mitte;Fachschulabschluss;0;Vorort;10.5
Karl-Jürgen;57;Mitte;Ausbildung;0;Großstadt;7.0
Gerhart;27;Links;Ausbildung;2;Großstadt;7.0
Hilda;21;Rechts;Bachelor;0;Großstadt;8.0
Elma;39;Mitte;ohne;0;Großstadt;8.0
Krystyna;26;Mitte;Ausbildung;0;Großstadt;7.0
Hans-Günther;45;Mitte;Diplom;0;Vorort;10.5
Aneta;77;Mitte;Ausbildung;0;Ländlich;12.0
Massimo;49;Mitte;Ausbildung;1;Ländlich;7.5
Clara;79;Mitte;ohne;0;Großstadt;8.5
Betti;59;Links;Ausbildung;0;Großstadt;8.0
Monica;53;Links;ohne;2;Kleinstadt;7.5
Salih;51;Links;ohne;1;Kleinstadt;9.0
Birte;46;Mitte;ohne;2;Großstadt;8.0
Cilli;28;Mitte;ohne;1;Großstadt;7.0
Bettina;61;Links;Fachschulabschluss;0;Großstadt;7.0
Achim;45;Mitte;Ausbildung;0;Kleinstadt;8.5
Wolf;47;Mitte;Diplom;0;Großstadt;9.5
Rosl;71;Links;Ausbildung;2;Großstadt;7.5
Hans Jörg;56;Mitte;Ausbildung;0;Kleinstadt;9.0
Theodora;52;Links;Ausbildung;1;Ländlich;9.5
Knut;37;Mitte;Fachschulabschluss;0;Großstadt;5.5
Wilhelmine;41;Rechts;ohne;0;Großstadt;6.5
Bruno;47;Links;Ausbildung;2;Großstadt;5.5
Tomasz;64;Mitte;ohne;2;Ländlich;10.5
Agathe;30;Mitte;Ausbildung;0;Vorort;8.0
Etta;51;Links;Ausbildung;2;Großstadt;7.0
Gertrud;40;Mitte;Fachschulabschluss;1;Ländlich;9.5
Elena;41;Mitte;Diplom;1;Großstadt;8.0
Marietta;57;Mitte;Ausbildung;0;Großstadt;5.5
Jörn;57;Rechts;Fachschulabschluss;0;Kleinstadt;10.5
Roswitha;47;Links;ohne;0;Ländlich;9.0
Kerstin;63;Links;Ausbildung;0;Großstadt;8.5
Anton;34;Links;Ausbildung;0;Kleinstadt;8.5
Sebastian;20;Mitte;Ausbildung;0;Kleinstadt;8.5
Tassilo;58;Mitte;Ausbildung;0;Großstadt;7.0
Christel;28;Mitte;ohne;0;Großstadt;6.5
Thekla;22;Mitte;ohne;2;Vorort;6.5
Wilma;69;Mitte;ohne;0;Großstadt;6.5
Theresa;60;Mitte;Ausbildung;0;Großstadt;7.5
Aleksandra;38;Links;Diplom;1;Großstadt;5.5
Paul;32;Mitte;Ausbildung;2;Großstadt;9.0
Anto;73;Mitte;Fachschulabschluss;0;Ländlich;11.0
Birgid;36;Rechts;Bachelor;2;Ländlich;12.0
Bruno;36;Mitte;Ausbildung;0;Kleinstadt;8.5
Traudl;75;Rechts;Ausbildung;0;Großstadt;7.5
Thea;77;Mitte;Fachschulabschluss;0;Ländlich;7.5
Inna;78;Mitte;Diplom;1;Großstadt;8.5
Imelda;42;Links;Ausbildung;0;Großstadt;6.0
Aneta;63;Mitte;Ausbildung;1;Ländlich;7.5
Gretl;38;Rechts;Ausbildung;0;Großstadt;10.0
Zdravko;51;Mitte;Fachschulabschluss;0;Ländlich;10.5
Erhardt;37;Mitte;Ausbildung;2;Großstadt;7.0
Cäcilia;41;Mitte;Diplom;0;Kleinstadt;9.5
Inga;53;Mitte;Ausbildung;0;Ländlich;10.0
Matthäus;43;Rechts;ohne;0;Kleinstadt;8.5
Hans-Rudolf;27;Links;ohne;2;Ländlich;7.5
Athanasios;58;Mitte;Fachschulabschluss;0;Kleinstadt;9.0
Dragica;26;Mitte;Fachschulabschluss;0;Großstadt;7.0
Berthold;46;Mitte;Diplom;0;Großstadt;9.5
Marion;55;Mitte;Ausbildung;0;Großstadt;6.5
Gönül;40;Mitte;Ausbildung;0;Ländlich;10.0
Alida;63;Rechts;Fachschulabschluss;0;Großstadt;9.0
Wera;29;Mitte;ohne;0;Großstadt;10.5
Imke;47;Mitte;Ausbildung;0;Ländlich;9.0
Francoise;22;Mitte;Ausbildung;1;Großstadt;8.5
Hanni;70;Rechts;Ausbildung;1;Kleinstadt;8.0
Joana;67;Mitte;Ausbildung;1;Großstadt;8.0
Solveig;21;Mitte;Ausbildung;1;Großstadt;7.5
Babette;66;Mitte;Fachschulabschluss;1;Ländlich;9.5
Hugo;58;Links;ohne;0;Großstadt;7.0
Hassan;66;Mitte;Ausbildung;0;Kleinstadt;9.0
Elsa;52;Mitte;Promotion;0;Großstadt;10.0
Annelene;56;Mitte;Ausbildung;0;Kleinstadt;11.0
Anna;31;Mitte;Fachschulabschluss;0;Großstadt;7.5
Lore;49;Links;Ausbildung;2;Großstadt;8.5
Ellinor;40;Rechts;Diplom;0;Ländlich;11.0
Arno;66;Mitte;ohne;0;Großstadt;7.5
Nancy;24;Mitte;Bachelor;3;Großstadt;6.0
Birgitta;76;Mitte;Ausbildung;0;Großstadt;7.5
Konstanze;24;Mitte;ohne;1;Großstadt;8.0
Elly;35;Mitte;Fachschulabschluss;2;Großstadt;7.5
Trudi;21;Mitte;Fachschulabschluss;2;Kleinstadt;8.5
Jan-Peter;56;Mitte;Diplom;0;Großstadt;7.5
Margitta;59;Mitte;ohne;0;Großstadt;6.5
Mechthilde;60;Mitte;ohne;0;Kleinstadt;6.5
Eberhardt;74;Mitte;ohne;0;Großstadt;7.5
Rocco;48;Mitte;Ausbildung;2;Ländlich;9.0
Stefanie;56;Mitte;Diplom;0;Großstadt;9.0
Ludmilla;72;Mitte;Ausbildung;0;Großstadt;9.0
Raik;53;Mitte;Ausbildung;0;Großstadt;7.5
Hartwig;46;Mitte;Fachschulabschluss;3;Kleinstadt;6.5
Heidemarie;57;Mitte;Diplom;1;Großstadt;6.0
Volkhard;32;Mitte;ohne;0;Großstadt;7.0
Mustafa;76;Mitte;Diplom;3;Kleinstadt;7.5
Ahmet;60;Mitte;Diplom;0;Kleinstadt;8.5
Raphael;33;Mitte;Ausbildung;2;Großstadt;7.0
Dina;78;Mitte;ohne;0;Kleinstadt;7.5
Antonie;34;Mitte;ohne;1;Kleinstadt;6.5
Dietrich;51;Mitte;Ausbildung;0;Kleinstadt;9.5
Romana;21;Mitte;Ausbildung;0;Kleinstadt;8.0
Maria-Luise;68;Mitte;Diplom;0;Ländlich;10.5
Horst;61;Mitte;Ausbildung;2;Ländlich;10.0
Eberhard;39;Mitte;Fachschulabschluss;0;Großstadt;7.5
Angela;72;Mitte;Diplom;0;Ländlich;9.5
Sepp;51;Rechts;Ausbildung;0;Ländlich;11.0
Hanna;56;Mitte;Diplom;0;Großstadt;7.5
Teresa;64;Rechts;ohne;0;Kleinstadt;8.5
Joana;40;Mitte;Ausbildung;3;Großstadt;7.0
Gundi;26;Links;Ausbildung;1;Ländlich;9.5
Constance;60;Mitte;Ausbildung;1;Großstadt;6.0
Angelique;28;Rechts;Bachelor;0;Großstadt;8.0
Nurettin;30;Mitte;Ausbildung;0;Großstadt;10.5
Gunhild;24;Mitte;Fachschulabschluss;0;Großstadt;9.0
Ante;42;Mitte;Ausbildung;0;Kleinstadt;8.5
Deborah;40;Mitte;Ausbildung;0;Großstadt;7.0
Albina;39;Mitte;Ausbildung;1;Großstadt;6.5
Grzegorz;43;Mitte;Diplom;2;Großstadt;7.0
Antje;54;Mitte;Ausbildung;0;Großstadt;7.0
Sybille;70;Mitte;Fachschulabschluss;0;Kleinstadt;6.0
Frauke;49;Mitte;ohne;1;Großstadt;5.5
Daniele;53;Rechts;Fachschulabschluss;3;Ländlich;9.5
Kunigunde;54;Mitte;Ausbildung;1;Ländlich;9.0
Lieschen;76;Links;ohne;0;Großstadt;4.5
Mohammed;68;Mitte;Ausbildung;1;Kleinstadt;6.5
Cetin;65;Mitte;Diplom;1;Kleinstadt;9.5
Lutz;52;Mitte;Diplom;0;Kleinstadt;9.0
Dagmar;52;Mitte;Ausbildung;0;Ländlich;10.5
Yasmin;44;Mitte;ohne;3;Kleinstadt;5.0
Ilka;40;Mitte;Diplom;0;Ländlich;8.5
Tanja;54;Links;Diplom;3;Kleinstadt;6.5
Elisabet;31;Mitte;Ausbildung;0;Großstadt;9.0
Albert;59;Mitte;Ausbildung;0;Großstadt;7.0
Hedwig;76;Mitte;Fachschulabschluss;0;Großstadt;6.5
Alla;62;Links;ohne;1;Großstadt;7.0
Massimo;20;Mitte;Fachschulabschluss;0;Großstadt;9.0
Julius;60;Mitte;ohne;1;Großstadt;5.5
Lili;69;Mitte;Ausbildung;0;Kleinstadt;8.0
Achim;46;Mitte;Fachschulabschluss;0;Großstadt;6.5
Helfried;44;Mitte;Ausbildung;0;Großstadt;7.5
Roger;49;Mitte;Diplom;0;Großstadt;8.5
Hans-J.;23;Links;Fachschulabschluss;3;Großstadt;7.0
Branko;76;Rechts;Diplom;2;Großstadt;6.0
Annerose;44;Links;Diplom;0;Kleinstadt;6.0
Agata;23;Mitte;Diplom;0;Großstadt;6.0
Herta;62;Mitte;Ausbildung;2;Kleinstadt;8.0
Niklas;50;Mitte;Ausbildung;1;Kleinstadt;9.0
Emmy;42;Mitte;Ausbildung;0;Großstadt;9.5
Cosimo;71;Mitte;ohne;0;Großstadt;7.5
Antonietta;77;Mitte;ohne;0;Großstadt;8.5
Falk;42;Mitte;Fachschulabschluss;2;Ländlich;8.0
Sibilla;22;Mitte;Ausbildung;0;Ländlich;10.0
Erika;74;Mitte;Diplom;3;Großstadt;5.5
Mato;52;Links;Fachschulabschluss;2;Großstadt;10.0
Cornelius;73;Links;Ausbildung;0;Großstadt;6.0
Zlatko;66;Links;Diplom;1;Großstadt;6.5
Krista;72;Links;Ausbildung;0;Großstadt;5.5
Henni;53;Rechts;Ausbildung;0;Ländlich;11.0
Janett;58;Mitte;Ausbildung;0;Großstadt;9.0
Imelda;58;Mitte;Ausbildung;2;Kleinstadt;8.5
Viviane;70;Mitte;Ausbildung;0;Kleinstadt;9.5
