Name;Alter;Politische Orientierung;Bildungsabschluss;Soziales;Wohnlage;CO2-Fußabdruck;Bewertung
Kristiane;57;Rechts;Ausbildung;0;Großstadt;8.5;855
Gunther;65;Rechts;Ausbildung;2;Vorort;7.0;1048
Heidi;58;Links;Diplom;1;Großstadt;9.0;1005
Friedrich-Karl;44;Mitte;Ausbildung;0;Großstadt;9.0;944
Gebhard;26;Mitte;Ausbildung;2;Großstadt;8.0;1084
Emmerich;77;Links;Ausbildung;2;Großstadt;6.0;1024
Karl-August;41;Mitte;Diplom;0;Kleinstadt;7.5;1120
Fernando;62;Links;Ausbildung;2;Großstadt;8.0;975
Alwin;71;Mitte;Ausbildung;0;Großstadt;8.5;959
Oswald;33;Rechts;Ausbildung;0;Großstadt;8.5;860
Justine;20;Mitte;Fachschulabschluss;0;Großstadt;8.5;994
Resi;53;Rechts;Ausbildung;0;Kleinstadt;7.5;916
Milos;35;Mitte;Promotion;0;Großstadt;8.5;1080
Gino;40;Mitte;ohne;1;Kleinstadt;9.0;933
Marliese;58;Links;Fachschulabschluss;3;Großstadt;6.5;904
Cilli;67;Links;Ausbildung;1;Großstadt;6.5;778
Nikolaos;65;Mitte;Ausbildung;0;Großstadt;8.5;966
Ulrike;66;Links;Ausbildung;2;Großstadt;8.0;769
Baptist;74;Mitte;Ausbildung;1;Großstadt;7.5;1057
Falko;37;Mitte;Fachschulabschluss;3;Großstadt;9.0;1137
Nadine;46;Mitte;Diplom;0;Großstadt;6.5;1098
Irmi;38;Mitte;Ausbildung;0;Kleinstadt;9.5;997
Laurenz;37;Mitte;Diplom;2;Großstadt;6.5;1208
Hildburg;55;Mitte;Ausbildung;0;Kleinstadt;8.0;1024
Wencke;78;Rechts;Ausbildung;0;Großstadt;9.0;839
Simona;30;Links;Fachschulabschluss;1;Großstadt;7.5;604
Gunnar;66;Rechts;Fachschulabschluss;1;Kleinstadt;6.5;1057
Helga;39;Links;Ausbildung;0;Großstadt;6.0;696
Jelena;63;Mitte;Fachschulabschluss;0;Kleinstadt;8.0;1037
Tobias;52;Mitte;Ausbildung;0;Großstadt;6.5;1011
Norma;20;Mitte;Master;1;Großstadt;7.5;913
Britt;40;Links;Master;0;Vorort;9.0;764
Mareile;50;Mitte;Diplom;2;Kleinstadt;10.0;1184
Rolf;65;Mitte;ohne;0;Großstadt;9.5;794
Johan;46;Mitte;Ausbildung;3;Großstadt;5.0;1224
Veli;35;Mitte;Ausbildung;0;Großstadt;9.5;945
Albrecht;23;Rechts;Ausbildung;0;Großstadt;8.0;659
Kathleen;54;Rechts;Diplom;0;Großstadt;6.5;991
Dusan;31;Mitte;Ausbildung;1;Vorort;10.5;1055
Friedrich;27;Links;Ausbildung;2;Großstadt;7.5;991
Simone;76;Links;Ausbildung;2;Vorort;6.0;1080
Hans Dieter;30;Mitte;Master;3;Großstadt;6.5;1262
Irmtraud;66;Mitte;ohne;0;Vorort;8.5;879
Aldo;32;Links;Bachelor;0;Großstadt;6.5;955
Daniele;32;Mitte;Ausbildung;3;Großstadt;7.5;1170
Undine;46;Mitte;Diplom;0;Großstadt;6.0;1094
Tatjana;34;Mitte;Diplom;0;Großstadt;8.5;1053
Burkard;43;Mitte;Fachschulabschluss;0;Vorort;9.0;1036
Kriemhild;51;Mitte;Ausbildung;3;Großstadt;4.0;1263
Gaby;48;Mitte;Ausbildung;2;Großstadt;4.5;1201
Gerti;22;Mitte;Master;2;Großstadt;5.5;1032
Andree;41;Links;Ausbildung;1;Kleinstadt;8.5;985
Friedemann;60;Mitte;Ausbildung;0;Großstadt;8.5;971
Anatoli;39;Links;Ausbildung;1;Großstadt;6.0;774
Katja;79;Mitte;Diplom;3;Großstadt;8.0;1249
Fedor;39;Mitte;ohne;2;Großstadt;9.5;920
Johan;25;Mitte;Bachelor;2;Großstadt;6.0;965
Mariechen;40;Mitte;Ausbildung;2;Vorort;7.5;1147
Pia;51;Links;Ausbildung;0;Kleinstadt;9.0;901
Francesco;65;Mitte;Diplom;0;Kleinstadt;7.5;1121
Gertrud;26;Mitte;Ausbildung;0;Großstadt;8.5;773
Heinz-Peter;74;Links;ohne;1;Großstadt;7.5;799
Rena;62;Mitte;ohne;0;Großstadt;10.0;775
Johan;52;Links;Ausbildung;0;Großstadt;10.5;813
Betti;44;Mitte;Ausbildung;0;Großstadt;10.5;931
Georgia;51;Rechts;Ausbildung;0;Großstadt;7.0;875
Harold;21;Rechts;Ausbildung;0;Kleinstadt;8.5;711
Franz Josef;76;Mitte;Ausbildung;3;Großstadt;4.5;1270
Marica;48;Links;Diplom;0;Großstadt;7.5;958
Rosl;41;Links;Ausbildung;0;Kleinstadt;10.5;867
Alicja;39;Links;Diplom;0;Vorort;11.0;726
Lorenz;45;Rechts;Ausbildung;2;Großstadt;8.5;984
Aline;30;Mitte;Ausbildung;0;Vorort;9.5;801
Valeri;47;Mitte;ohne;0;Großstadt;8.0;823
Traute;25;Rechts;Fachschulabschluss;3;Großstadt;5.5;955
Teresa;20;Mitte;Ausbildung;2;Großstadt;7.5;897
Denis;23;Links;Ausbildung;0;Vorort;9.5;614
Wolf;49;Mitte;ohne;0;Vorort;8.0;874
Darius;45;Rechts;Bachelor;0;Großstadt;7.0;907
Ioannis;36;Mitte;Ausbildung;2;Großstadt;8.0;1087
Sami;59;Mitte;Diplom;0;Großstadt;8.5;1047
Damian;54;Mitte;Ausbildung;1;Großstadt;8.0;1044
Heide-Marie;63;Mitte;Diplom;0;Großstadt;11.0;982
Manuela;52;Links;Ausbildung;0;Großstadt;9.0;836
Ingeburg;59;Mitte;Ausbildung;3;Großstadt;7.0;1170
Hilmar;69;Mitte;Ausbildung;1;Großstadt;7.5;1049
Abdul;39;Mitte;ohne;0;Kleinstadt;8.0;878
Christoph;42;Mitte;Diplom;2;Großstadt;7.0;1184
Svea;66;Links;Diplom;2;Kleinstadt;7.5;932
Stella;32;Mitte;ohne;0;Großstadt;8.5;802
Milos;42;Mitte;Ausbildung;3;Großstadt;5.0;1229
Nuray;47;Links;Ausbildung;0;Kleinstadt;7.5;924
Siegrun;39;Mitte;Diplom;0;Großstadt;9.5;1035
Massimo;33;Links;Ausbildung;2;Großstadt;9.0;751
Erdogan;48;Mitte;Ausbildung;0;Großstadt;7.0;981
Natali;56;Mitte;Ausbildung;2;Großstadt;7.5;1099
Eva;43;Mitte;Fachschulabschluss;2;Großstadt;6.5;1148
William;23;Mitte;Master;0;Kleinstadt;10.0;1044
Korinna;54;Links;Ausbildung;2;Kleinstadt;5.5;1115
Andrzej;49;Links;Diplom;3;Großstadt;8.0;1134
Else;74;Mitte;Diplom;0;Großstadt;7.5;1061
Valentine;69;Mitte;Diplom;0;Großstadt;8.0;1053
Christof;21;Rechts;Bachelor;0;Kleinstadt;7.5;772
Karl-Friedrich;50;Rechts;Fachschulabschluss;0;Großstadt;8.5;879
Sonia;56;Mitte;Diplom;1;Kleinstadt;8.5;1186
Liliana;21;Mitte;ohne;1;Großstadt;7.5;894
Helen;44;Rechts;Fachschulabschluss;0;Großstadt;8.0;883
Antonietta;34;Mitte;Ausbildung;0;Großstadt;9.0;940
Linda;22;Mitte;Ausbildung;0;Großstadt;6.5;818
Gusti;27;Links;Fachschulabschluss;0;Großstadt;9.0;856
Artur;50;Mitte;Ausbildung;0;Kleinstadt;10.0;978
Klaus;72;Rechts;ohne;0;Großstadt;7.0;720
Dorota;66;Links;ohne;1;Großstadt;7.5;785
Roman;36;Mitte;Fachschulabschluss;0;Großstadt;9.5;976
Serpil;54;Rechts;ohne;0;Kleinstadt;10.0;708
Gaetano;37;Rechts;ohne;0;Kleinstadt;9.0;745
Andree;64;Mitte;ohne;3;Großstadt;7.0;1005
Guido;78;Mitte;Ausbildung;0;Kleinstadt;12.0;906
Ingeburg;38;Mitte;ohne;1;Großstadt;10.0;846
Siegbert;26;Mitte;Fachschulabschluss;2;Kleinstadt;8.0;1160
Nurettin;40;Links;Ausbildung;0;Kleinstadt;7.5;730
Claus-Peter;61;Mitte;Ausbildung;1;Ländlich;10.0;1004
Knut;54;Links;Diplom;0;Großstadt;7.0;949
Johan;34;Mitte;Ausbildung;0;Kleinstadt;8.5;1022
Margarita;55;Rechts;Ausbildung;1;Vorort;9.5;966
Elfriede;47;Rechts;Bachelor;0;Kleinstadt;9.5;933
Marius;60;Mitte;Diplom;0;Vorort;8.5;1111
Zdenka;24;Links;ohne;0;Großstadt;10.0;682
Andrej;24;Mitte;ohne;3;Vorort;7.5;1062
Rochus;25;Mitte;ohne;0;Großstadt;7.0;825
Helmtrud;57;Mitte;Ausbildung;0;Großstadt;9.0;957
Alexander;59;Mitte;Diplom;0;Großstadt;8.5;1064
Mohammed;60;Mitte;Fachschulabschluss;0;Kleinstadt;7.5;1051
Veronique;35;Links;Bachelor;0;Großstadt;7.5;917
Marija;69;Mitte;Ausbildung;1;Großstadt;5.5;1121
Jovan;50;Mitte;Ausbildung;0;Großstadt;8.0;963
Johanna;64;Links;Ausbildung;0;Großstadt;8.5;856
Anne-Katrin;46;Rechts;Ausbildung;0;Kleinstadt;8.0;906
Adele;72;Mitte;Diplom;1;Großstadt;7.5;1145
Therese;78;Mitte;Ausbildung;0;Großstadt;6.0;1010
Aleksander;25;Mitte;Ausbildung;1;Großstadt;7.0;1058
Harald;47;Mitte;Ausbildung;0;Vorort;8.5;1017
Moritz;51;Mitte;ohne;0;Kleinstadt;10.0;831
Marzena;25;Mitte;ohne;0;Großstadt;8.5;629
Hans;72;Mitte;ohne;0;Großstadt;9.0;792
Corina;34;Mitte;Bachelor;0;Großstadt;8.0;1013
Cecilia;59;Mitte;Ausbildung;0;Großstadt;7.0;981
Madlen;78;Links;Fachschulabschluss;1;Großstadt;6.5;792
Felix;71;Links;Ausbildung;2;Großstadt;8.0;778
Fabienne;40;Links;Ausbildung;0;Großstadt;7.0;876
Loni;61;Links;Ausbildung;0;Großstadt;9.0;634
Walburga;68;Mitte;ohne;0;Großstadt;8.0;809
Wolf-Dietrich;78;Mitte;ohne;0;Großstadt;8.0;820
Ahmet;58;Mitte;Ausbildung;1;Großstadt;9.5;1018
Günter;45;Mitte;ohne;0;Großstadt;7.5;830
Kuno;75;Mitte;Ausbildung;0;Großstadt;7.0;980
Saban;67;Rechts;Ausbildung;3;Großstadt;6.0;1095
Czeslaw;47;Links;Diplom;0;Großstadt;7.5;963
Alban;73;Links;ohne;0;Ländlich;10.5;628
Franz-Peter;58;Mitte;Ausbildung;0;Großstadt;8.0;964
Lilly;45;Mitte;Bachelor;0;Großstadt;7.5;1020
Emmerich;55;Rechts;Ausbildung;0;Kleinstadt;8.0;923
Julius;29;Rechts;Bachelor;0;Großstadt;6.5;950
Gerolf;42;Mitte;Master;0;Großstadt;8.0;1029
Hans-Heinrich;57;Mitte;ohne;0;Kleinstadt;10.0;814
Resi;60;Mitte;Fachschulabschluss;0;Kleinstadt;8.0;1049
Alan;24;Rechts;Ausbildung;0;Großstadt;9.5;647
Agnieszka;79;Mitte;Ausbildung;0;Großstadt;6.5;1006
Vera;66;Mitte;Diplom;0;Großstadt;8.5;1054
Zoran;68;Rechts;Ausbildung;1;Großstadt;10.5;887
Amalia;43;Mitte;ohne;0;Großstadt;8.0;816
George;46;Mitte;Fachschulabschluss;0;Kleinstadt;7.5;1052
Fabian;74;Mitte;Fachschulabschluss;0;Ländlich;8.0;985
Pia;51;Mitte;Ausbildung;3;Kleinstadt;9.0;1180
Janusz;29;Rechts;Bachelor;0;Großstadt;10.0;857
Dirk;22;Mitte;Ausbildung;1;Kleinstadt;7.5;906
Rafael;71;Links;Ausbildung;1;Großstadt;7.0;739
Käthe;68;Mitte;ohne;1;Großstadt;7.0;903
Babett;72;Mitte;Ausbildung;0;Großstadt;8.0;961
Marek;31;Links;Diplom;0;Vorort;8.0;1002
Sibylle;70;Mitte;Ausbildung;0;Großstadt;8.5;967
Jan-Peter;35;Rechts;ohne;2;Großstadt;6.0;868
Carina;66;Mitte;Ausbildung;0;Vorort;8.0;1027
Nada;23;Mitte;ohne;1;Großstadt;6.0;938
Hans-Georg;79;Mitte;Ausbildung;1;Großstadt;6.5;1092
Friedrich-Wilhelm;21;Links;Ausbildung;2;Ländlich;9.0;957
Aldo;26;Mitte;Ausbildung;1;Großstadt;7.5;1049
Harm;25;Mitte;Ausbildung;3;Kleinstadt;8.0;1207
Marek;74;Rechts;Diplom;0;Großstadt;8.5;944
Ivana;32;Mitte;Diplom;0;Großstadt;9.0;1030
Annelies;27;Links;Bachelor;1;Ländlich;10.0;941
Abram;70;Mitte;Ausbildung;0;Kleinstadt;9.0;999
Sibel;72;Mitte;ohne;0;Vorort;10.0;829
Jakob;62;Mitte;Ausbildung;0;Großstadt;8.5;962
Albert;72;Links;Ausbildung;1;Großstadt;7.0;943
Paola;30;Mitte;ohne;0;Großstadt;9.0;605
Paolo;48;Mitte;Ausbildung;0;Großstadt;10.0;926
Paula;28;Mitte;Ausbildung;0;Kleinstadt;10.0;776
Samir;34;Mitte;Promotion;1;Großstadt;8.0;1154
Krzysztof;59;Mitte;Ausbildung;1;Großstadt;5.5;1118
Monja;47;Mitte;Fachschulabschluss;0;Vorort;8.5;1044
Hans-Walter;30;Mitte;Diplom;0;Großstadt;8.5;1049
Irina;44;Mitte;Ausbildung;0;Kleinstadt;9.5;999
Florentine;59;Links;Ausbildung;0;Kleinstadt;9.0;692
Claudio;56;Mitte;ohne;0;Kleinstadt;8.5;875
Luis;26;Mitte;Ausbildung;3;Großstadt;6.5;1195
Wera;48;Mitte;ohne;0;Großstadt;8.5;826
Maya;46;Links;Ausbildung;1;Großstadt;6.0;980
Dogan;70;Mitte;ohne;0;Großstadt;7.5;829
Krystyna;27;Links;Bachelor;0;Großstadt;8.0;602
Hildegund;54;Mitte;Ausbildung;0;Großstadt;10.0;927
Reginald;70;Mitte;ohne;0;Großstadt;7.0;832
Rotraud;53;Mitte;Diplom;1;Vorort;8.0;1185
Ellen;53;Mitte;Ausbildung;0;Vorort;7.0;1036
Dennis;68;Mitte;Ausbildung;2;Großstadt;6.5;1124
Lotte;55;Mitte;ohne;2;Kleinstadt;6.5;1026
Mara;24;Links;Ausbildung;0;Großstadt;8.5;859
Diethard;48;Mitte;Ausbildung;0;Großstadt;8.5;963
Martin;23;Mitte;Ausbildung;0;Großstadt;7.0;988
Gaby;39;Mitte;Bachelor;1;Großstadt;7.5;1095
Beata;48;Mitte;Fachschulabschluss;2;Vorort;6.0;1200
Milena;78;Mitte;Ausbildung;0;Großstadt;6.5;1017
Cord;44;Mitte;Ausbildung;1;Großstadt;7.5;1056
Uta;40;Links;Diplom;0;Ländlich;7.5;957
Cäcilie;77;Mitte;Ausbildung;0;Ländlich;8.0;969
Edit;46;Mitte;ohne;1;Kleinstadt;9.0;928
Stavros;21;Mitte;Diplom;0;Großstadt;7.0;1064
Eduard;54;Mitte;Ausbildung;0;Großstadt;6.0;1013
Martha;50;Mitte;Ausbildung;0;Großstadt;9.0;937
Anneke;23;Links;Ausbildung;2;Kleinstadt;7.5;650
Kathrin;25;Mitte;Ausbildung;0;Kleinstadt;10.0;785
Mustafa;55;Rechts;Ausbildung;0;Kleinstadt;7.5;929
Siegmar;52;Links;Fachschulabschluss;2;Großstadt;6.5;1035
Traute;38;Mitte;Ausbildung;0;Kleinstadt;9.0;1001
Maria;74;Mitte;Ausbildung;0;Großstadt;7.0;976
Betty;72;Mitte;Ausbildung;0;Großstadt;7.0;978
Edelbert;35;Rechts;ohne;1;Kleinstadt;8.0;844
Swetlana;63;Mitte;Fachschulabschluss;2;Großstadt;7.0;1122
Ehrhard;71;Mitte;Ausbildung;1;Großstadt;6.5;1088
Bernadette;42;Rechts;Ausbildung;0;Kleinstadt;8.5;913
Burkhard;71;Mitte;Ausbildung;0;Großstadt;7.5;981
Konstantinos;76;Mitte;Fachschulabschluss;0;Großstadt;7.0;993
Kira;43;Links;Diplom;1;Großstadt;8.0;1022
Nancy;72;Mitte;Ausbildung;1;Großstadt;5.0;1124
Hans-Henning;45;Mitte;Ausbildung;0;Großstadt;7.0;980
Amelie;58;Mitte;Ausbildung;0;Großstadt;8.0;977
Birger;68;Mitte;Ausbildung;0;Großstadt;9.0;951
Claudius;77;Mitte;ohne;0;Großstadt;9.0;800
Otmar;37;Links;Diplom;2;Großstadt;6.5;913
Angelika;44;Rechts;Ausbildung;1;Großstadt;6.5;980
Ulf;52;Mitte;Diplom;0;Großstadt;9.0;1044
Adelbert;49;Mitte;Ausbildung;0;Großstadt;5.0;1041
Gesine;24;Mitte;Bachelor;0;Großstadt;8.5;1018
Tilman;63;Mitte;Diplom;0;Kleinstadt;6.5;1162
Susan;51;Mitte;Ausbildung;0;Großstadt;6.0;1013
Jaroslaw;51;Rechts;Diplom;0;Kleinstadt;6.5;1029
Svea;24;Links;Bachelor;0;Kleinstadt;8.5;954
Mariele;69;Mitte;Ausbildung;0;Großstadt;9.5;954
Eva-Marie;42;Mitte;Ausbildung;1;Großstadt;7.5;1056
Alexander;48;Mitte;Diplom;0;Vorort;8.5;1109
Ludwig;56;Links;Ausbildung;0;Großstadt;9.0;634
Jurij;54;Mitte;ohne;0;Kleinstadt;9.5;859
Torsten;65;Mitte;Diplom;1;Großstadt;7.5;1141
Anett;75;Mitte;Ausbildung;0;Kleinstadt;10.0;976
Gero;36;Mitte;Fachschulabschluss;2;Großstadt;6.0;1145
Stephanie;48;Links;ohne;2;Großstadt;7.5;825
Klaus-Günter;58;Mitte;Promotion;0;Großstadt;6.5;1119
Romana;45;Mitte;Diplom;0;Kleinstadt;10.5;1066
Hans-Ulrich;53;Links;Ausbildung;0;Großstadt;10.5;609
Irma;59;Mitte;Ausbildung;0;Großstadt;8.5;961
Mariana;72;Mitte;ohne;0;Kleinstadt;7.0;874
Nina;33;Mitte;ohne;2;Großstadt;7.5;946
Editha;32;Links;Ausbildung;1;Großstadt;7.5;744
Heinrich;63;Mitte;Fachschulabschluss;0;Vorort;9.0;1019
Ali;46;Mitte;ohne;0;Großstadt;5.5;883
Metin;33;Rechts;Fachschulabschluss;0;Kleinstadt;7.5;945
Mia;26;Mitte;Bachelor;0;Kleinstadt;9.0;1041
Gabi;21;Mitte;ohne;0;Großstadt;7.5;827
Hannchen;62;Mitte;Ausbildung;1;Kleinstadt;7.0;1110
Hans-Adolf;68;Rechts;Ausbildung;0;Großstadt;8.5;857
Anatolij;71;Mitte;Ausbildung;0;Vorort;9.5;1002
Etta;50;Rechts;ohne;0;Kleinstadt;8.5;749
Elfi;57;Rechts;Ausbildung;0;Kleinstadt;9.5;893
Sybilla;53;Mitte;ohne;1;Kleinstadt;11.0;875
Carla;60;Mitte;Ausbildung;0;Großstadt;9.5;944
Klaus-Peter;66;Mitte;Ausbildung;0;Großstadt;6.0;1009
Karoline;42;Mitte;Ausbildung;1;Kleinstadt;9.0;1078
Rosel;67;Rechts;Ausbildung;1;Großstadt;6.5;979
Ingried;68;Links;Ausbildung;0;Großstadt;9.0;837
Vinko;22;Mitte;Fachschulabschluss;0;Großstadt;8.5;793
Ann;26;Mitte;ohne;1;Großstadt;6.5;940
Geraldine;25;Rechts;Master;0;Großstadt;5.5;992
Alois;26;Links;Bachelor;0;Großstadt;7.0;603
Elsa;40;Mitte;Diplom;0;Großstadt;8.0;1061
Fridolin;65;Mitte;Diplom;0;Kleinstadt;9.0;1083
Liesbeth;32;Mitte;Ausbildung;1;Großstadt;7.5;1053
Stephen;68;Mitte;Ausbildung;2;Großstadt;8.5;1089
Margrit;57;Links;Ausbildung;1;Großstadt;6.5;983
Anita;57;Mitte;Diplom;1;Großstadt;7.5;1143
Reinhold;42;Links;Ausbildung;2;Großstadt;7.0;990
Hanno;51;Links;Fachschulabschluss;3;Kleinstadt;7.0;922
Leopoldine;61;Links;Ausbildung;1;Großstadt;7.0;741
Hannah;23;Mitte;ohne;0;Großstadt;8.5;803
Ansgar;41;Mitte;ohne;0;Großstadt;6.5;853
Reinhart;74;Mitte;Ausbildung;0;Großstadt;7.0;972
Isa;58;Mitte;Ausbildung;1;Großstadt;6.5;1091
Ildiko;47;Links;Fachschulabschluss;2;Großstadt;7.0;815
Amalia;76;Mitte;Ausbildung;1;Großstadt;10.0;996
Erik;52;Mitte;Ausbildung;2;Kleinstadt;8.0;1136
Zehra;22;Rechts;Diplom;0;Kleinstadt;8.5;989
Heinz-Walter;55;Links;ohne;0;Kleinstadt;10.5;730
Margita;56;Mitte;Ausbildung;3;Ländlich;6.0;1198
Erna;44;Mitte;Diplom;1;Kleinstadt;7.5;1195
Rudi;65;Links;Ausbildung;3;Vorort;10.5;1048
Gabriella;49;Links;Bachelor;3;Großstadt;7.0;1092
Miriam;45;Rechts;Ausbildung;0;Vorort;11.0;846
Sybilla;73;Mitte;Ausbildung;2;Ländlich;9.0;1067
Evelyn;50;Rechts;Diplom;0;Großstadt;6.5;992
Arne;45;Mitte;Ausbildung;0;Kleinstadt;7.0;1035
Manuel;29;Mitte;Ausbildung;1;Kleinstadt;8.5;1102
Christiana;23;Mitte;Fachschulabschluss;0;Ländlich;11.0;710
Corinna;47;Links;Bachelor;0;Großstadt;5.5;977
Gottfried;58;Mitte;ohne;0;Kleinstadt;6.5;901
Kilian;47;Mitte;Fachschulabschluss;1;Großstadt;6.5;1107
Nicole;71;Links;Ausbildung;1;Vorort;10.0;942
Hans-Uwe;72;Mitte;Ausbildung;0;Ländlich;8.5;977
Thoralf;50;Mitte;Ausbildung;0;Kleinstadt;7.5;1036
Annelise;36;Links;Ausbildung;2;Großstadt;6.0;826
Hans-Michael;33;Links;Ausbildung;0;Kleinstadt;10.5;862
Gabor;68;Mitte;Ausbildung;3;Großstadt;9.0;1130
Claire;25;Mitte;Ausbildung;2;Ländlich;11.5;807
Folkert;37;Mitte;Diplom;0;Kleinstadt;10.5;1058
Viktoria;78;Links;Ausbildung;0;Großstadt;7.0;872
Amalie;52;Mitte;ohne;0;Ländlich;7.5;843
Hakan;79;Mitte;ohne;0;Großstadt;6.5;865
Andreas;69;Mitte;ohne;0;Vorort;8.0;864
Claudius;36;Links;ohne;1;Großstadt;6.5;843
Christl;37;Mitte;ohne;0;Kleinstadt;8.5;868
Recep;20;Rechts;Ausbildung;0;Vorort;9.0;895
Meik;42;Mitte;Ausbildung;0;Großstadt;8.0;969
Hasso;44;Mitte;Ausbildung;0;Vorort;9.0;997
Viviane;46;Rechts;Ausbildung;2;Großstadt;7.5;990
Reinhard;74;Mitte;Ausbildung;1;Großstadt;7.5;1054
Jerzy;29;Mitte;ohne;1;Großstadt;5.0;982
Giuseppe;36;Mitte;Ausbildung;0;Großstadt;7.5;980
Alwin;36;Links;Ausbildung;1;Vorort;9.0;772
Daniel;53;Links;Diplom;2;Großstadt;6.0;1107
Rico;70;Mitte;Ausbildung;0;Großstadt;7.5;978
Nicole;42;Rechts;ohne;2;Kleinstadt;7.0;893
Gunnar;46;Mitte;Ausbildung;3;Kleinstadt;7.5;1227
Gülay;39;Mitte;ohne;3;Großstadt;9.5;971
Tomas;62;Rechts;Fachschulabschluss;0;Ländlich;9.0;871
Abdullah;38;Rechts;Ausbildung;0;Großstadt;9.5;829
Tilman;45;Mitte;ohne;0;Großstadt;5.5;887
Hartmut;54;Mitte;Ausbildung;0;Großstadt;9.0;945
Arne;53;Mitte;Diplom;0;Ländlich;10.5;1011
Manja;37;Rechts;Ausbildung;0;Kleinstadt;6.5;958
Ibrahim;76;Mitte;Ausbildung;1;Großstadt;6.5;1088
Emmerich;53;Links;Fachschulabschluss;2;Ländlich;9.0;774
Magarete;25;Mitte;Ausbildung;0;Großstadt;7.5;785
Cordula;62;Mitte;Ausbildung;0;Großstadt;6.0;1012
Tina;62;Rechts;ohne;0;Großstadt;8.0;717
Armin;42;Links;Ausbildung;0;Vorort;8.5;711
Annelise;78;Mitte;ohne;0;Großstadt;7.5;834
Ludwina;65;Mitte;Fachschulabschluss;2;Vorort;8.5;1167
Sylvie;66;Mitte;ohne;0;Kleinstadt;8.0;863
Artur;66;Mitte;Ausbildung;0;Großstadt;7.5;983
Damian;78;Mitte;Promotion;1;Großstadt;8.5;1154
Bogdan;37;Mitte;Fachschulabschluss;2;Kleinstadt;8.5;1159
Canan;38;Mitte;Ausbildung;1;Kleinstadt;8.0;1096
Oliver;53;Mitte;Fachschulabschluss;1;Großstadt;7.5;1079
Franz Josef;37;Rechts;Master;0;Großstadt;9.5;906
Clemens;31;Mitte;Ausbildung;0;Kleinstadt;9.0;1001
Aziz;79;Rechts;Diplom;0;Großstadt;7.5;966
Edeltraut;57;Mitte;Ausbildung;0;Großstadt;7.5;971
Ehrhard;55;Mitte;ohne;0;Vorort;9.0;850
Lia;50;Links;ohne;0;Ländlich;11.0;638
Horst-Günter;34;Mitte;Ausbildung;2;Kleinstadt;8.5;1143
Kornelia;27;Mitte;Ausbildung;1;Großstadt;8.0;1042
Danny;24;Mitte;Ausbildung;1;Großstadt;8.0;840
Friedbert;53;Mitte;Ausbildung;2;Großstadt;7.0;1102
Samira;44;Mitte;Ausbildung;1;Kleinstadt;8.5;1095
Ricarda;68;Mitte;Diplom;2;Kleinstadt;8.5;1221
Pirmin;46;Mitte;Ausbildung;1;Großstadt;6.0;1091
Jonathan;30;Mitte;ohne;0;Großstadt;8.0;622
Evelyne;50;Mitte;Ausbildung;2;Kleinstadt;8.0;1147
Abbas;41;Links;Ausbildung;1;Kleinstadt;9.5;969
Thekla;23;Mitte;Ausbildung;1;Großstadt;8.5;1047
Annett;71;Rechts;Ausbildung;0;Kleinstadt;7.5;920
Sandra;43;Mitte;Fachschulabschluss;1;Kleinstadt;5.0;1194
Isabelle;33;Mitte;Master;0;Kleinstadt;8.0;1084
Gerda;22;Rechts;Diplom;1;Großstadt;5.5;1095
Juergen;41;Mitte;Ausbildung;0;Kleinstadt;8.5;1024
Hedda;77;Mitte;Master;0;Großstadt;8.0;1034
Kreszenz;68;Mitte;Fachschulabschluss;0;Großstadt;8.5;986
Ilonka;52;Mitte;Ausbildung;1;Großstadt;6.0;1086
Luitgard;23;Rechts;ohne;0;Großstadt;9.0;687
Jasmin;34;Mitte;Ausbildung;0;Vorort;9.0;1002
Siglinde;46;Mitte;Ausbildung;2;Großstadt;9.0;1060
Reinald;75;Rechts;ohne;0;Vorort;8.5;774
Hans-Hinrich;55;Mitte;Ausbildung;0;Kleinstadt;8.0;1027
Claudio;68;Mitte;Diplom;0;Kleinstadt;10.5;1065
Andrey;54;Rechts;Ausbildung;0;Großstadt;7.5;871
Stefano;29;Links;Fachschulabschluss;0;Großstadt;8.5;875
Tom;57;Mitte;ohne;2;Kleinstadt;6.5;1039
Wiltrud;43;Mitte;Ausbildung;0;Großstadt;9.0;945
Kristina;30;Mitte;Ausbildung;1;Vorort;8.0;1101
Claudius;79;Mitte;Ausbildung;1;Großstadt;6.5;1083
Hans-Ulrich;52;Mitte;Ausbildung;0;Großstadt;8.0;973
Aloys;69;Mitte;Ausbildung;0;Großstadt;6.5;1015
Simona;32;Links;Ausbildung;1;Großstadt;7.5;944
Gottlieb;40;Mitte;Ausbildung;0;Kleinstadt;7.5;1033
Sandor;71;Mitte;ohne;0;Großstadt;8.0;818
Tamara;32;Links;Master;1;Kleinstadt;8.5;1054
Wigbert;43;Mitte;Ausbildung;0;Kleinstadt;6.0;1070
Siegried;67;Links;Ausbildung;0;Großstadt;8.0;865
Kata;48;Rechts;Ausbildung;0;Kleinstadt;6.0;950
Mesut;31;Mitte;ohne;0;Großstadt;9.5;795
Florian;63;Mitte;Ausbildung;0;Kleinstadt;8.5;1026
Karolin;45;Links;Ausbildung;1;Großstadt;9.0;710
Mahmoud;52;Mitte;Ausbildung;0;Großstadt;8.0;969
Gernot;22;Links;Ausbildung;3;Kleinstadt;7.5;703
